438, 448, 0, 0, 0, 0, 0, 0, 0, 0
340, 349, 0, 0, 0, 0, 0, 0, 0, 0
366, 342, 0, 0, 0, 0, 0, 0, 0, 0
250, 0, 0, 0, 0, 0, 0, 0, 0, 0
343, 333, 0, 0, 0, 0, 0, 0, 0, 0
278, 262, 0, 0, 0, 0, 0, 0, 0, 0
336, 0, 0, 0, 0, 0, 0, 0, 0, 0
339, 0, 0, 0, 0, 0, 0, 0, 0, 0
890, 0, 0, 0, 0, 0, 0, 0, 0, 0
314, 0, 0, 0, 0, 0, 0, 0, 0, 0
336, 0, 0, 0, 0, 0, 0, 0, 0, 0
324, 0, 0, 0, 0, 0, 0, 0, 0, 0
343, 0, 0, 0, 0, 0, 0, 0, 0, 0
220, 242, 0, 0, 0, 0, 0, 0, 0, 0
258, 305, 0, 0, 0, 0, 0, 0, 0, 0
384, 0, 0, 0, 0, 0, 0, 0, 0, 0
221, 183, 202, 223, 0, 0, 0, 0, 0, 0
380, 0, 0, 0, 0, 0, 0, 0, 0, 0
312, 0, 0, 0, 0, 0, 0, 0, 0, 0
355, 0, 0, 0, 0, 0, 0, 0, 0, 0
383, 0, 0, 0, 0, 0, 0, 0, 0, 0
348, 0, 0, 0, 0, 0, 0, 0, 0, 0
443, 0, 0, 0, 0, 0, 0, 0, 0, 0
277, 308, 0, 0, 0, 0, 0, 0, 0, 0
216, 192, 237, 231, 0, 0, 0, 0, 0, 0
320, 0, 0, 0, 0, 0, 0, 0, 0, 0
308, 0, 0, 0, 0, 0, 0, 0, 0, 0
330, 0, 0, 0, 0, 0, 0, 0, 0, 0
243, 0, 0, 0, 0, 0, 0, 0, 0, 0
216, 219, 0, 0, 0, 0, 0, 0, 0, 0
238, 218, 0, 0, 0, 0, 0, 0, 0, 0
246, 240, 0, 0, 0, 0, 0, 0, 0, 0
1325, 0, 0, 0, 0, 0, 0, 0, 0, 0
509, 0, 0, 0, 0, 0, 0, 0, 0, 0
427, 459, 0, 0, 0, 0, 0, 0, 0, 0
226, 202, 221, 231, 0, 0, 0, 0, 0, 0
331, 307, 0, 0, 0, 0, 0, 0, 0, 0
276, 239, 235, 242, 275, 279, 0, 0, 0, 0
181, 182, 186, 183, 178, 195, 0, 0, 0, 0
168, 182, 167, 185, 181, 194, 0, 0, 0, 0
221, 193, 203, 175, 204, 206, 0, 0, 0, 0
189, 169, 180, 171, 167, 161, 192, 188, 0, 0
240, 216, 228, 243, 231, 266, 222, 0, 0, 0
221, 199, 206, 222, 217, 232, 234, 0, 0, 0
204, 204, 202, 193, 212, 211, 226, 0, 0, 0
378, 399, 435, 445, 406, 415, 398, 0, 0, 0
304, 298, 289, 333, 0, 0, 0, 0, 0, 0
235, 200, 216, 266, 0, 0, 0, 0, 0, 0
215, 201, 239, 0, 0, 0, 0, 0, 0, 0
221, 210, 242, 0, 0, 0, 0, 0, 0, 0
156, 160, 167, 159, 161, 161, 175, 0, 0, 0
161, 174, 171, 169, 172, 177, 207, 0, 0, 0
249, 243, 219, 216, 0, 0, 0, 0, 0, 0
276, 294, 0, 0, 0, 0, 0, 0, 0, 0
222, 238, 301, 0, 0, 0, 0, 0, 0, 0
308, 322, 0, 0, 0, 0, 0, 0, 0, 0
262, 295, 0, 0, 0, 0, 0, 0, 0, 0
287, 310, 0, 0, 0, 0, 0, 0, 0, 0
220, 208, 227, 255, 0, 0, 0, 0, 0, 0
240, 221, 470, 235, 264, 0, 0, 0, 0, 0
211, 160, 196, 182, 162, 191, 0, 0, 0, 0
205, 179, 196, 187, 184, 198, 0, 0, 0, 0
408, 434, 417, 0, 0, 0, 0, 0, 0, 0
347, 0, 0, 0, 0, 0, 0, 0, 0, 0
361, 0, 0, 0, 0, 0, 0, 0, 0, 0
377, 348, 0, 0, 0, 0, 0, 0, 0, 0
289, 269, 361, 0, 0, 0, 0, 0, 0, 0
243, 240, 266, 0, 0, 0, 0, 0, 0, 0
257, 248, 289, 0, 0, 0, 0, 0, 0, 0
310, 285, 336, 0, 0, 0, 0, 0, 0, 0
202, 244, 0, 0, 0, 0, 0, 0, 0, 0
308, 311, 0, 0, 0, 0, 0, 0, 0, 0
210, 196, 220, 201, 0, 0, 0, 0, 0, 0
297, 0, 0, 0, 0, 0, 0, 0, 0, 0
298, 0, 0, 0, 0, 0, 0, 0, 0, 0
211, 190, 176, 179, 183, 197, 0, 0, 0, 0
213, 244, 0, 0, 0, 0, 0, 0, 0, 0
222, 178, 200, 195, 0, 0, 0, 0, 0, 0
410, 0, 0, 0, 0, 0, 0, 0, 0, 0
469, 446, 488, 0, 0, 0, 0, 0, 0, 0
353, 348, 0, 0, 0, 0, 0, 0, 0, 0
418, 321, 0, 0, 0, 0, 0, 0, 0, 0
234, 235, 0, 0, 0, 0, 0, 0, 0, 0
256, 219, 0, 0, 0, 0, 0, 0, 0, 0
283, 0, 0, 0, 0, 0, 0, 0, 0, 0
301, 0, 0, 0, 0, 0, 0, 0, 0, 0
360, 0, 0, 0, 0, 0, 0, 0, 0, 0
513, 468, 0, 0, 0, 0, 0, 0, 0, 0
274, 245, 0, 0, 0, 0, 0, 0, 0, 0
259, 275, 0, 0, 0, 0, 0, 0, 0, 0
241, 218, 0, 0, 0, 0, 0, 0, 0, 0
239, 232, 0, 0, 0, 0, 0, 0, 0, 0
284, 237, 0, 0, 0, 0, 0, 0, 0, 0
